id,date,time,molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail
73637,2019-03-12,06:29:22,95,301,가동,720,123,124,110,112,330,44,102,183,190,302,363,698,31,A,23,8917,0
73638,2019-03-12,06:30:06,88,292,가동,721,123,125,105,107,325,47,115,171,191,192,311,648,33,A,23,8722,0
73639,2019-03-12,06:30:35,-1,283,가동,732,120,122,110,112,318,48,210,161,129,203,408,724,33,A,6,8412,0
73640,2019-03-12,06:31:30,95,302,가동,711,123,122,110,111,329,40,102,183,190,301,361,695,31,A,23,8917,0
73641,2019-03-12,06:32:09,88,293,가동,722,123,126,105,106,325,47,115,170,192,192,315,651,33,A,23,8722,0
73642,2019-03-12,06:32:33,-1,284,가동,733,120,123,110,111,318,52,210,161,129,205,409,714,33,A,6,8412,0
73643,2019-03-12,06:33:22,95,303,가동,708,122,122,110,112,330,47,102,183,189,300,358,697,30,A,23,8917,0
73644,2019-03-12,06:34:07,86,294,가동,723,123,123,105,106,325,49,115,171,193,193,311,652,33,A,23,8722,0
73645,2019-03-12,06:34:36,-1,285,가동,732,121,122,110,112,330,51,210,161,129,207,404,734,33,A,6,8412,0
73646,2019-03-12,06:35:20,94,304,가동,706,122,123,110,112,330,48,102,183,189,299,355,698,30,A,23,8917,0
73647,2019-03-12,06:36:17,85,295,가동,724,123,125,105,106,325,49,116,172,194,194,310,658,33,A,23,8722,0
73648,2019-03-12,06:37:22,93,305,가동,705,122,122,110,112,329,46,102,182,189,298,362,697,30,A,23,8917,0
73649,2019-03-12,06:38:16,85,296,가동,724,124,126,105,106,324,52,115,170,193,194,310,641,33,A,23,8722,0
73650,2019-03-12,06:38:33,-1,286,가동,731,120,235,110,112,336,45,129,160,121,160,347,684,33,A,6,8412,0
73651,2019-03-12,06:39:26,92,306,가동,706,122,123,110,112,330,43,102,183,188,298,361,699,30,A,23,8917,0
73652,2019-03-12,06:40:34,84,297,가동,725,125,127,105,109,325,44,114,170,191,195,309,648,33,A,23,8722,0
73653,2019-03-12,06:40:36,-1,287,가동,731,233,116,110,112,318,51,185,159,121,184,380,711,33,A,6,8412,0
73654,2019-03-12,06:41:35,92,307,가동,707,122,123,110,112,329,47,102,183,188,298,354,697,30,A,23,8917,0
73655,2019-03-12,06:42:28,85,298,가동,726,124,127,105,106,325,44,114,171,191,195,307,653,33,A,23,8722,0
73656,2019-03-12,06:42:40,-1,288,가동,731,114,122,110,112,330,49,199,159,123,193,399,717,33,A,6,8412,0
73657,2019-03-12,06:43:34,91,308,가동,708,122,123,110,112,329,52,102,183,188,298,351,698,30,A,23,8917,0
73658,2019-03-12,06:44:37,-1,289,가동,731,120,121,110,112,317,51,205,159,125,198,409,733,33,A,6,8412,0
73659,2019-03-12,06:45:01,84,299,가동,727,123,143,105,106,325,43,109,165,184,192,324,653,32,A,23,8722,0
73660,2019-03-12,06:45:41,89,309,가동,709,122,123,110,112,330,47,101,183,188,297,354,698,30,A,23,8917,0
73661,2019-03-12,06:46:33,-1,290,가동,731,118,121,110,112,317,51,208,159,126,200,401,721,33,A,6,8412,0
73662,2019-03-12,06:47:08,82,300,가동,727,141,127,104,106,325,47,111,165,186,191,318,656,32,A,23,8722,0
73663,2019-03-12,06:47:53,89,310,가동,710,122,132,110,112,330,47,101,182,187,296,350,697,30,A,23,8917,0
73664,2019-03-12,06:48:40,-1,291,가동,731,120,121,110,111,317,50,209,159,126,203,405,711,33,A,6,8412,0
73665,2019-03-12,06:49:05,81,301,가동,727,128,127,105,106,325,47,111,166,188,191,312,662,32,A,23,8722,0
73666,2019-03-12,06:49:55,88,311,가동,711,132,123,110,112,329,51,102,182,187,297,350,698,30,A,23,8917,0
73667,2019-03-12,06:50:42,-1,292,가동,731,119,121,110,112,330,53,209,159,127,203,407,732,33,A,6,8412,0
73668,2019-03-12,06:51:25,80,302,가동,728,126,128,105,106,324,49,113,166,189,192,311,651,32,A,23,8722,0
73669,2019-03-12,06:51:57,87,312,가동,713,122,123,110,111,330,45,101,182,188,298,350,698,30,A,23,8917,0
73670,2019-03-12,06:52:35,-1,293,가동,731,119,121,110,112,330,51,210,159,127,204,409,701,33,A,6,8412,0
73671,2019-03-12,06:53:26,79,303,가동,728,125,127,105,106,324,47,113,168,189,192,314,655,32,A,23,8722,0
73672,2019-03-12,06:53:56,87,313,가동,713,122,123,110,112,329,45,102,182,189,300,357,692,30,A,23,8917,0
73673,2019-03-12,06:54:36,-1,294,가동,731,120,122,110,112,330,50,211,159,127,204,401,731,32,A,6,8412,0
73674,2019-03-12,06:55:49,79,304,가동,728,123,140,105,106,325,48,109,163,185,192,302,650,32,A,23,8722,0
73675,2019-03-12,06:55:57,85,314,가동,714,122,123,110,112,329,46,102,183,189,301,359,696,30,A,23,8917,0
73676,2019-03-12,06:56:38,-1,295,가동,731,120,122,110,112,330,52,209,159,128,204,406,695,33,A,6,8412,0
73677,2019-03-12,06:57:54,77,305,가동,729,139,126,105,106,324,47,112,166,187,191,306,656,32,A,23,8722,0
73678,2019-03-12,06:57:58,85,315,가동,714,122,123,110,112,330,46,102,183,189,302,354,696,30,A,23,8917,0
73679,2019-03-12,06:58:43,-1,296,가동,730,120,124,110,112,330,50,209,159,128,204,404,728,32,A,6,8412,0
73680,2019-03-12,06:59:53,77,306,가동,729,126,126,105,106,325,47,112,167,187,193,306,654,32,A,23,8722,0
73681,2019-03-12,07:00:01,84,316,가동,714,122,123,110,114,329,46,102,183,189,303,356,695,30,A,23,8917,0
73682,2019-03-12,07:00:45,-1,297,가동,730,122,123,110,112,330,52,206,159,127,202,406,734,32,A,6,8412,0
73683,2019-03-12,07:02:02,76,307,가동,729,123,127,105,106,324,53,112,167,188,192,316,655,32,A,23,8722,0
73684,2019-03-12,08:00:54,75,1,가동,727,123,127,0,106,145,53,112,75,87,94,164,2,27,D,23,8722,1
73685,2019-03-12,08:01:56,-1,1,가동,731,122,123,110,113,161,41,27,135,55,38,137,706,25,D,6,8412,1
73686,2019-03-12,08:03:14,71,2,가동,727,123,127,7,106,145,420,79,85,119,118,229,656,29,D,23,8722,1
73687,2019-03-12,08:03:50,-1,2,가동,731,122,116,110,112,145,45,145,127,63,98,256,705,25,D,6,8412,1
73688,2019-03-12,08:05:47,81,1,가동,727,122,123,109,113,156,51,56,134,108,111,181,700,25,D,23,8917,1
73689,2019-03-12,08:05:50,-1,3,가동,731,122,118,109,112,149,51,177,129,71,129,329,735,26,D,6,8412,1
73690,2019-03-12,08:06:56,70,3,가동,727,123,127,104,106,146,420,79,88,118,118,229,656,28,D,23,8722,1
73691,2019-03-12,08:07:52,80,2,가동,727,122,121,110,112,171,48,95,140,124,151,242,703,25,D,23,8917,1
73692,2019-03-12,08:07:54,-1,4,가동,731,122,122,110,112,161,54,187,129,77,144,364,732,26,D,6,8412,1
73693,2019-03-12,08:09:19,70,4,가동,727,182,121,104,106,325,50,85,118,136,142,248,663,27,D,23,8722,1
73694,2019-03-12,08:09:51,80,3,가동,728,122,120,110,112,171,46,101,146,137,183,284,695,25,D,23,8917,1
73695,2019-03-12,08:09:53,-1,5,가동,730,122,121,110,112,155,49,198,124,82,155,386,725,27,D,6,8412,1
73696,2019-03-12,08:11:11,69,5,가동,727,118,122,105,106,325,52,94,133,154,149,266,663,26,D,23,8722,1
73697,2019-03-12,08:11:47,79,4,가동,728,122,121,110,112,172,49,103,150,144,205,310,701,25,D,23,8917,1
73698,2019-03-12,08:11:51,-1,6,가동,729,119,121,110,112,319,54,202,124,86,162,400,724,27,A,6,8412,0
73699,2019-03-12,08:13:10,68,6,가동,728,117,122,105,106,324,48,99,143,167,156,275,655,27,D,23,8722,1
73700,2019-03-12,08:13:46,78,5,가동,729,122,120,109,112,171,49,103,154,150,219,324,691,26,D,23,8917,1
73701,2019-03-12,08:13:50,-1,7,가동,729,124,120,110,112,322,56,199,117,91,172,407,723,27,A,6,8412,0
73702,2019-03-12,08:14:57,68,7,가동,728,116,122,105,106,324,48,99,149,172,156,284,655,27,A,23,8722,0
73703,2019-03-12,08:15:55,77,6,가동,730,120,121,110,112,330,50,104,156,154,228,329,700,26,A,23,8917,0
73704,2019-03-12,08:15:58,-1,8,가동,729,121,120,110,112,321,53,196,114,96,180,411,734,28,A,6,8412,0
73705,2019-03-12,08:17:03,66,8,가동,728,122,121,105,106,324,50,104,153,177,165,292,665,27,A,23,8722,0
73706,2019-03-12,08:17:46,77,7,가동,731,122,122,110,112,330,50,105,159,159,237,335,697,27,A,23,8917,0
73707,2019-03-12,08:17:48,-1,9,가동,729,119,121,110,112,320,55,200,114,99,183,409,730,28,A,6,8412,0
73708,2019-03-12,08:19:10,66,9,가동,728,119,121,105,106,325,49,106,156,182,169,293,656,28,A,23,8722,0
73709,2019-03-12,08:19:52,75,8,가동,731,122,123,110,112,330,48,103,161,163,245,338,700,27,A,23,8917,0
73710,2019-03-12,08:19:54,-1,10,가동,729,121,121,110,112,318,53,204,112,102,188,410,728,28,A,6,8412,0
73711,2019-03-12,08:21:18,65,10,가동,728,120,132,105,106,325,50,104,153,178,172,290,665,28,A,23,8722,0
73712,2019-03-12,08:21:54,74,9,가동,731,122,123,110,112,330,54,104,163,166,252,340,700,27,A,23,8917,0
73713,2019-03-12,08:21:56,-1,11,가동,730,119,123,110,112,319,52,205,114,104,188,406,734,29,A,6,8412,0
73714,2019-03-12,08:23:12,64,11,가동,728,130,124,105,106,325,45,106,157,182,175,295,651,28,A,23,8722,0
73715,2019-03-12,08:23:54,74,10,가동,731,122,123,110,112,330,51,102,164,168,258,341,696,27,A,23,8917,0
73716,2019-03-12,08:24:39,-1,12,가동,731,119,123,110,112,319,52,171,111,104,173,382,733,29,A,6,8412,0
73717,2019-03-12,08:25:13,64,12,가동,729,122,121,105,106,325,50,108,160,184,176,303,663,29,A,23,8722,0
73718,2019-03-12,08:25:59,73,11,가동,731,122,123,110,112,330,46,102,166,171,264,343,699,28,A,23,8917,0
73719,2019-03-12,08:26:43,-1,13,가동,731,136,118,110,112,318,55,201,115,106,186,403,731,29,A,6,8412,0
73720,2019-03-12,08:27:18,62,13,가동,729,120,121,105,106,325,47,109,164,187,179,304,659,29,A,23,8722,0
73721,2019-03-12,08:28:01,72,12,가동,731,122,123,110,112,329,47,102,167,172,267,346,696,28,A,23,8917,0
73722,2019-03-12,08:28:45,-1,14,가동,732,117,124,110,112,318,55,203,114,108,188,409,719,29,A,6,8412,0
73723,2019-03-12,08:29:20,62,14,가동,729,120,121,105,106,324,43,110,164,187,181,305,658,29,A,23,8722,0
73724,2019-03-12,08:30:06,71,13,가동,731,122,123,110,112,330,51,102,168,173,272,345,700,28,A,23,8917,0
73725,2019-03-12,08:30:49,-1,15,가동,732,124,124,110,112,319,54,204,119,109,192,414,699,30,A,6,8412,0
73726,2019-03-12,08:31:30,62,15,가동,729,119,120,105,106,324,46,111,165,188,181,306,655,29,A,23,8722,0
73727,2019-03-12,08:32:11,70,14,가동,731,123,123,110,112,330,47,101,168,174,275,347,700,28,A,23,8917,0
73728,2019-03-12,08:32:52,-1,16,가동,732,123,123,110,112,318,53,206,118,111,196,412,734,30,A,6,8412,0
73729,2019-03-12,08:33:25,60,16,가동,729,119,120,105,106,325,50,112,166,193,183,306,653,30,A,23,8722,0
73730,2019-03-12,08:34:14,70,15,가동,731,123,123,110,112,330,51,101,169,175,277,349,700,28,A,23,8917,0
73731,2019-03-12,08:34:57,-1,17,가동,732,123,124,110,112,317,56,208,124,112,198,407,701,30,A,6,8412,0
73732,2019-03-12,08:35:26,59,17,가동,729,121,123,105,106,325,51,112,165,193,185,303,657,30,A,23,8722,0
73733,2019-03-12,08:36:14,69,16,가동,730,123,123,110,112,330,48,101,170,176,277,353,696,28,A,23,8917,0
73734,2019-03-12,08:36:59,-1,18,가동,731,124,124,110,113,318,56,209,117,114,200,411,712,31,A,6,8412,0
73735,2019-03-12,08:38:00,58,18,가동,729,121,123,105,106,324,51,112,156,181,185,286,659,30,A,23,8722,0
73736,2019-03-12,08:38:20,68,17,가동,729,123,123,110,113,329,49,101,170,177,277,359,700,28,A,23,8917,0
73737,2019-03-12,08:39:05,-1,19,가동,731,124,124,110,112,318,54,208,116,115,201,406,733,31,A,6,8412,0
73738,2019-03-12,08:40:05,58,19,가동,730,154,124,105,106,324,52,109,161,184,185,300,653,30,A,23,8722,0
73739,2019-03-12,08:40:20,67,18,가동,727,123,123,110,112,330,45,101,171,178,278,364,699,29,A,23,8917,0
73740,2019-03-12,08:41:00,-1,20,가동,730,123,123,110,112,317,56,210,116,116,200,409,726,31,A,6,8412,0
73741,2019-03-12,08:42:14,56,20,가동,731,124,125,105,106,325,49,111,163,187,187,305,653,31,A,23,8722,0
73742,2019-03-12,08:42:24,66,19,가동,728,123,123,110,112,330,50,106,172,179,280,364,698,29,A,23,8917,0
73743,2019-03-12,08:43:11,-1,21,가동,729,123,124,110,113,317,56,207,115,116,200,412,733,31,A,6,8412,0
73744,2019-03-12,08:44:23,56,21,가동,731,124,125,105,106,325,47,111,164,189,188,305,654,31,A,23,8722,0
73745,2019-03-12,08:44:31,65,20,가동,727,122,123,110,112,330,49,103,172,179,280,365,700,29,A,23,8917,0
73746,2019-03-12,08:45:24,-1,22,가동,729,124,123,110,112,316,55,212,116,117,200,409,732,31,A,6,8412,0
73747,2019-03-12,08:46:29,56,22,가동,731,122,124,105,106,325,50,112,165,191,188,306,652,31,A,23,8722,0
73748,2019-03-12,08:46:34,64,21,가동,727,123,123,110,112,330,47,106,172,180,281,366,700,29,A,23,8917,0
73749,2019-03-12,08:47:24,-1,23,가동,728,123,123,110,112,317,56,207,120,118,199,414,717,31,A,6,8412,0
73750,2019-03-12,08:48:24,54,23,가동,731,123,124,105,106,324,50,112,166,192,188,303,650,31,A,23,8722,0
73751,2019-03-12,08:48:36,64,22,가동,727,123,123,110,112,330,44,140,172,180,283,365,695,29,A,23,8917,0
73752,2019-03-12,08:49:31,-1,24,가동,729,123,124,110,112,332,53,207,118,118,198,410,723,31,A,6,8412,0
73753,2019-03-12,08:50:27,53,24,가동,731,124,126,105,106,324,52,113,166,193,189,300,654,31,A,23,8722,0
73754,2019-03-12,08:50:42,63,23,가동,727,122,123,110,112,330,51,125,173,181,284,367,694,29,A,23,8917,0
73755,2019-03-12,08:51:35,-1,25,가동,729,125,123,110,112,331,54,208,116,119,199,412,715,32,A,6,8412,0
73756,2019-03-12,08:52:41,62,24,가동,726,122,123,110,112,330,46,116,173,181,284,369,695,29,A,23,8917,0
73757,2019-03-12,08:52:45,52,25,가동,730,124,125,105,115,324,40,113,166,193,192,303,648,31,A,23,8722,0
73758,2019-03-12,08:53:37,-1,26,가동,729,123,126,110,113,318,50,207,122,119,199,411,728,32,A,6,8412,0
73759,2019-03-12,08:54:53,54,26,가동,729,119,121,105,106,324,46,114,169,195,191,307,660,32,A,23,8722,0
73760,2019-03-12,08:54:55,61,25,가동,727,122,123,110,113,330,47,109,173,182,284,368,699,30,A,23,8917,0
73761,2019-03-12,08:55:34,-1,27,가동,731,124,124,110,113,317,55,206,127,120,199,417,730,32,A,6,8412,0
73762,2019-03-12,08:56:44,52,27,가동,729,123,124,105,107,324,48,114,168,195,191,301,651,32,A,23,8722,0
73763,2019-03-12,08:56:54,60,26,가동,728,123,123,110,112,329,46,106,174,182,286,370,697,30,A,23,8917,0
73764,2019-03-12,08:57:36,-1,28,가동,731,123,124,110,112,317,54,208,121,120,200,417,712,32,A,6,8412,0
73765,2019-03-12,08:58:46,51,28,가동,728,123,124,105,106,325,48,114,168,193,191,303,651,32,A,23,8722,0
73766,2019-03-12,08:58:57,59,27,가동,727,123,123,110,112,329,48,108,174,182,288,369,696,30,A,23,8917,0
73767,2019-03-12,08:59:43,-1,29,가동,731,123,127,110,112,317,55,208,118,120,198,413,727,33,A,6,8412,0
73768,2019-03-12,09:01:02,50,29,가동,728,123,125,105,106,325,50,114,168,192,191,304,663,32,A,23,8722,0
73769,2019-03-12,09:01:06,59,28,가동,727,123,123,110,112,329,50,103,174,183,286,367,700,30,A,23,8917,0
73770,2019-03-12,09:02:55,58,29,가동,727,123,123,110,112,330,44,105,174,183,288,368,699,30,A,23,8917,0
73771,2019-03-12,09:03:04,48,30,가동,728,128,129,105,106,324,47,113,166,191,191,305,650,32,A,23,8722,0
73772,2019-03-12,09:03:21,-1,30,가동,731,127,127,110,112,318,50,140,120,113,158,368,711,32,A,6,8412,0
73773,2019-03-12,09:05:01,57,30,가동,728,123,123,110,112,329,47,103,175,183,288,370,692,30,A,23,8917,0
73774,2019-03-12,09:05:08,48,31,가동,728,125,127,105,106,325,45,113,167,191,190,306,660,32,A,23,8722,0
73775,2019-03-12,09:05:15,-1,31,가동,732,172,117,110,112,317,54,194,118,114,181,397,731,32,A,6,8412,0
73776,2019-03-12,09:07:03,56,31,가동,728,122,123,110,112,329,44,103,175,184,288,370,696,30,A,23,8917,0
73777,2019-03-12,09:07:09,47,32,가동,728,123,125,105,106,325,53,113,168,192,190,309,652,32,A,23,8722,0
73778,2019-03-12,09:07:20,-1,32,가동,732,116,121,110,112,331,53,204,116,116,190,406,733,32,A,6,8412,0
73779,2019-03-12,09:09:10,56,32,가동,728,122,123,110,113,329,47,102,175,184,286,371,692,30,A,23,8917,0
73780,2019-03-12,09:09:27,-1,33,가동,732,122,124,110,112,316,55,206,120,117,193,407,732,32,A,6,8412,0
73781,2019-03-12,09:09:32,45,33,가동,728,132,142,105,106,325,51,113,162,185,190,298,660,32,A,23,8722,0
73782,2019-03-12,09:11:09,54,33,가동,728,122,123,110,112,329,47,108,175,184,287,372,694,30,A,23,8917,0
73783,2019-03-12,09:11:37,-1,34,가동,732,122,123,110,112,317,54,205,120,118,194,412,728,32,A,6,8412,0
73784,2019-03-12,09:11:46,44,34,가동,729,132,125,105,106,325,52,112,166,190,190,302,661,32,A,23,8722,0
73785,2019-03-12,09:13:16,54,34,가동,729,122,123,110,112,330,49,103,176,184,287,370,692,30,A,23,8917,0
73786,2019-03-12,09:13:38,-1,35,가동,732,123,124,110,112,317,56,206,121,119,195,412,731,32,A,6,8412,0
73787,2019-03-12,09:13:49,43,35,가동,729,124,126,105,106,325,48,113,167,192,192,305,662,32,A,23,8722,0
73788,2019-03-12,09:15:12,53,35,가동,728,122,123,110,112,330,45,103,176,184,287,370,693,30,A,23,8917,0
73789,2019-03-12,09:15:47,43,36,가동,729,124,126,105,106,325,48,113,168,192,192,307,650,32,A,23,8722,0
73790,2019-03-12,09:15:48,-1,36,가동,731,124,124,110,112,315,52,209,137,120,196,416,735,32,A,6,8412,0
73791,2019-03-12,09:17:17,52,36,가동,729,122,123,110,111,329,46,102,176,185,289,370,698,30,A,23,8917,0
73792,2019-03-12,09:17:40,-1,37,가동,731,124,125,110,112,316,54,208,128,120,196,415,733,33,A,6,8412,0
73793,2019-03-12,09:17:54,42,37,가동,729,123,125,105,106,325,48,114,168,192,193,307,665,32,A,23,8722,0
73794,2019-03-12,09:19:22,51,37,가동,729,123,123,110,112,330,46,103,176,185,288,371,698,30,A,23,8917,0
73795,2019-03-12,09:19:46,-1,38,가동,730,124,124,110,112,317,56,209,135,121,195,415,729,33,A,6,8412,0
73796,2019-03-12,09:20:01,42,38,가동,729,123,125,105,106,325,51,114,168,193,194,308,648,32,A,23,8722,0
73797,2019-03-12,09:21:26,50,38,가동,729,123,123,110,113,329,45,105,176,185,290,373,697,30,A,23,8917,0
73798,2019-03-12,09:21:53,-1,39,가동,730,123,128,110,112,316,53,206,128,121,194,417,732,33,A,6,8412,0
73799,2019-03-12,09:23:23,50,39,가동,729,123,123,110,112,330,48,107,176,185,290,373,699,30,A,23,8917,0
73800,2019-03-12,09:23:33,40,39,가동,730,123,125,105,106,324,49,93,141,159,186,256,659,32,A,23,8722,0
73801,2019-03-12,09:23:54,-1,40,가동,730,128,124,110,113,316,55,208,140,121,198,418,731,33,A,6,8412,0
73802,2019-03-12,09:25:31,49,40,가동,729,123,124,110,111,329,47,104,177,185,291,373,698,30,A,23,8917,0
73803,2019-03-12,09:25:38,39,40,가동,731,144,121,105,106,324,52,107,156,175,184,280,659,32,A,23,8722,0
73804,2019-03-12,09:25:59,-1,41,가동,729,124,124,110,112,316,56,208,123,122,199,415,729,33,A,6,8412,0
73805,2019-03-12,09:27:33,48,41,가동,730,123,123,110,112,330,47,103,177,185,290,372,698,30,A,23,8917,0
73806,2019-03-12,09:27:40,39,41,가동,731,119,124,105,107,325,52,107,162,184,186,293,656,32,A,23,8722,0
73807,2019-03-12,09:28:02,-1,42,가동,730,123,125,110,112,316,55,206,134,122,195,418,716,33,A,6,8412,0
73808,2019-03-12,09:29:33,47,42,가동,729,123,123,110,112,329,47,103,177,185,289,373,694,30,A,23,8917,0
73809,2019-03-12,09:29:49,38,42,가동,731,123,121,105,106,325,49,114,166,189,188,302,656,32,A,23,8722,0
73810,2019-03-12,09:30:48,-1,43,가동,732,123,125,110,112,316,54,179,120,120,181,384,732,33,A,6,8412,0
73811,2019-03-12,09:31:44,46,43,가동,731,122,123,110,111,330,49,102,177,186,289,374,698,30,A,23,8917,0
73812,2019-03-12,09:31:54,38,43,가동,731,119,121,105,107,324,51,116,169,193,190,309,657,33,A,23,8722,0
73813,2019-03-12,09:32:51,-1,44,가동,733,135,118,110,112,316,54,208,137,121,195,410,723,33,A,6,8412,0
73814,2019-03-12,09:33:42,45,44,가동,731,123,123,110,112,329,49,102,177,186,289,373,699,30,A,23,8917,0
73815,2019-03-12,09:33:57,36,44,가동,730,120,122,105,106,324,50,116,170,196,191,311,665,33,A,23,8722,0
73816,2019-03-12,09:34:54,-1,45,가동,733,117,124,110,112,331,55,207,147,122,198,415,728,33,A,6,8412,0
73817,2019-03-12,09:35:51,44,45,가동,731,122,123,110,111,330,50,103,177,186,290,373,698,31,A,23,8917,0
73818,2019-03-12,09:36:02,36,45,가동,730,123,125,105,106,325,54,115,170,195,192,308,662,33,A,23,8722,0
73819,2019-03-12,09:37:04,-1,46,가동,733,125,129,110,112,316,54,205,125,122,197,417,731,33,A,6,8412,0
73820,2019-03-12,09:37:50,43,46,가동,730,123,123,110,112,330,47,103,177,186,290,374,698,31,A,23,8917,0
73821,2019-03-12,09:38:07,34,46,가동,729,124,125,105,106,324,51,115,170,196,193,301,664,33,A,23,8722,0
73822,2019-03-12,09:39:05,-1,47,가동,732,127,124,110,112,316,54,209,144,123,199,420,710,33,A,6,8412,0
73823,2019-03-12,09:39:54,40,47,가동,729,122,123,110,111,330,48,103,177,186,289,374,696,31,A,23,8917,0
73824,2019-03-12,09:41:13,-1,48,가동,731,124,121,110,112,316,54,213,136,124,204,407,728,34,A,6,8412,0
73825,2019-03-12,09:41:18,34,47,가동,728,124,182,105,106,325,50,100,153,173,190,274,653,33,A,23,8722,0
73826,2019-03-12,09:42:03,78,48,가동,728,123,124,110,112,330,45,102,178,186,291,373,698,31,A,23,8917,0
73827,2019-03-12,09:43:09,-1,49,가동,731,121,125,110,112,316,55,213,132,124,204,415,717,34,A,6,8412,0
73828,2019-03-12,09:43:26,32,48,가동,728,180,136,105,106,324,48,106,157,177,188,290,651,33,A,23,8722,0
73829,2019-03-12,09:43:56,100,49,가동,722,123,124,110,112,330,39,103,178,186,291,373,696,31,A,23,8917,0
73830,2019-03-12,09:45:20,-1,50,가동,730,125,123,110,112,317,56,213,149,125,203,416,728,34,A,6,8412,0
73831,2019-03-12,09:45:26,32,49,가동,728,134,124,105,106,325,52,111,163,183,188,302,656,33,A,23,8722,0
73832,2019-03-12,09:45:57,100,50,가동,712,123,123,110,111,330,46,102,178,186,293,373,696,31,A,23,8917,0
73833,2019-03-12,09:47:12,-1,51,가동,730,124,124,110,112,316,54,212,149,125,202,416,734,34,A,6,8412,0
73834,2019-03-12,09:47:24,31,50,가동,728,123,125,105,106,324,48,113,164,188,190,304,659,33,A,23,8722,0
73835,2019-03-12,09:48:02,99,51,가동,706,122,123,110,112,330,49,103,178,187,294,370,697,31,A,23,8917,0
73836,2019-03-12,09:49:18,-1,52,가동,729,124,123,110,112,316,54,212,149,125,201,422,724,34,A,6,8412,0
73837,2019-03-12,09:50:03,98,52,가동,703,122,123,110,111,330,49,104,178,186,291,369,695,31,A,23,8917,0
