id,date,time,molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail
77756,2019-03-15,08:33:45,67,16,가동,729,122,123,110,112,330,47,235,189,260,248,382,701,29,A,23,8413,0
77759,2019-03-15,08:35:50,66,17,가동,728,122,123,110,112,330,45,236,190,261,249,386,700,29,A,23,8413,0
77761,2019-03-15,08:37:54,65,18,가동,727,122,123,110,112,330,42,236,191,262,249,387,702,29,A,23,8413,0
77763,2019-03-15,08:39:54,65,19,가동,726,122,122,110,112,330,44,236,191,264,248,390,701,29,A,23,8413,0
77765,2019-03-15,08:42:00,64,20,가동,726,122,123,110,111,330,47,237,192,265,249,387,701,29,A,23,8413,0
77767,2019-03-15,08:44:02,63,21,가동,727,122,122,110,111,330,46,236,192,265,249,389,698,30,A,23,8413,0
77769,2019-03-15,08:45:58,62,22,가동,727,122,123,110,112,330,41,238,193,266,250,389,699,30,A,23,8413,0
77771,2019-03-15,08:48:06,62,23,가동,728,122,122,110,112,330,48,236,194,267,250,387,698,30,A,23,8413,0
77773,2019-03-15,08:50:03,60,24,가동,728,122,123,110,112,330,49,237,194,267,252,387,700,30,A,23,8413,0
77775,2019-03-15,08:52:08,59,25,가동,728,122,123,110,113,330,47,238,195,268,253,390,700,30,A,23,8413,0
77777,2019-03-15,08:54:09,58,26,가동,729,122,123,110,112,330,47,236,195,269,253,389,688,30,A,23,8413,0
77779,2019-03-15,08:56:15,58,27,가동,729,122,123,110,112,331,48,238,196,270,253,390,700,30,A,23,8413,0
77781,2019-03-15,08:58:19,57,28,가동,729,123,123,110,112,330,45,237,196,270,251,388,699,30,A,23,8413,0
77783,2019-03-15,09:00:24,56,29,가동,729,122,124,110,111,330,47,236,196,270,252,390,700,30,A,23,8413,0
77785,2019-03-15,09:02:28,55,30,가동,729,124,123,110,112,330,44,238,197,271,254,392,700,30,A,23,8413,0
77787,2019-03-15,09:04:26,54,31,가동,729,123,123,110,111,330,44,238,197,271,253,393,695,30,A,23,8413,0
77789,2019-03-15,09:06:32,54,32,가동,729,123,123,110,111,330,47,236,198,272,254,392,700,30,A,23,8413,0
77791,2019-03-15,09:08:34,53,33,가동,729,123,123,110,112,330,46,238,198,272,252,393,700,30,A,23,8413,0
77793,2019-03-15,09:10:36,51,34,가동,730,123,123,110,112,330,49,237,198,272,253,393,698,30,A,23,8413,0
77795,2019-03-15,09:12:42,50,35,가동,730,122,123,110,111,330,50,239,199,273,253,390,698,30,A,23,8413,0
77797,2019-03-15,09:14:41,50,36,가동,730,123,123,110,111,330,44,239,199,273,254,393,700,30,A,23,8413,0
77799,2019-03-15,09:16:45,50,37,가동,729,123,123,110,111,330,47,239,200,273,253,393,700,30,A,23,8413,0
77801,2019-03-15,09:18:58,48,38,가동,729,123,123,110,112,330,45,237,200,273,253,393,699,31,A,23,8413,0
77803,2019-03-15,09:20:50,48,39,가동,731,122,123,110,111,330,48,237,200,273,254,394,699,30,A,23,8413,0
77805,2019-03-15,09:22:58,46,40,가동,731,122,123,110,112,330,48,237,201,273,254,396,698,30,A,23,8413,0
77807,2019-03-15,09:24:57,45,41,가동,729,122,123,110,111,330,46,238,201,274,254,396,699,30,A,23,8413,0
77809,2019-03-15,09:27:03,45,42,가동,729,123,123,110,111,330,51,239,201,275,256,396,695,30,A,23,8413,0
77811,2019-03-15,09:29:04,43,43,가동,729,122,123,110,111,331,47,239,202,275,256,395,700,30,A,23,8413,0
77813,2019-03-15,09:31:14,43,44,가동,729,123,124,110,111,330,48,238,202,274,254,395,700,30,A,23,8413,0
77815,2019-03-15,09:33:21,42,45,가동,731,123,123,110,111,330,44,237,202,274,255,396,699,30,A,23,8413,0
77817,2019-03-15,09:35:17,42,46,가동,731,123,123,110,112,330,49,237,202,274,256,397,700,30,A,23,8413,0
77819,2019-03-15,09:37:25,40,47,가동,731,123,123,110,112,330,46,240,202,275,257,399,693,31,A,23,8413,0
77821,2019-03-15,09:39:25,39,48,가동,730,123,123,110,111,330,52,238,202,275,256,397,700,30,A,23,8413,0
77823,2019-03-15,09:41:34,38,49,가동,729,123,123,110,112,330,50,239,203,275,256,397,697,30,A,23,8413,0
77825,2019-03-15,09:43:31,37,50,가동,729,123,123,110,111,330,48,239,203,275,255,399,699,30,A,23,8413,0
77827,2019-03-15,09:45:33,37,51,가동,729,123,123,110,111,330,47,237,203,275,255,397,699,31,A,23,8413,0
77829,2019-03-15,09:47:44,36,52,가동,728,123,123,110,112,330,46,238,204,276,257,401,699,31,A,23,8413,0
77831,2019-03-15,09:49:41,35,53,가동,728,123,123,110,112,330,49,239,204,276,256,401,700,30,A,23,8413,0
77834,2019-03-15,09:51:44,34,54,가동,728,123,123,110,112,330,49,237,204,275,255,401,695,31,A,23,8413,0
77836,2019-03-15,09:53:47,33,55,가동,728,123,123,110,111,330,51,238,204,276,255,398,700,31,A,23,8413,0
77838,2019-03-15,09:55:56,32,56,가동,728,123,123,110,112,330,50,239,205,276,255,399,695,31,A,23,8413,0
77840,2019-03-15,09:58:02,31,57,가동,727,123,123,110,112,330,50,236,204,276,254,400,699,31,A,23,8413,0
77842,2019-03-15,09:59:58,31,58,가동,728,123,123,110,112,330,50,238,204,276,253,401,699,30,A,23,8413,0
77844,2019-03-15,10:02:02,30,59,가동,729,123,123,110,111,330,52,237,204,276,254,397,700,31,A,23,8413,0
77846,2019-03-15,10:04:06,29,60,가동,729,123,123,110,111,330,50,237,204,276,252,393,698,30,A,23,8413,0
77848,2019-03-15,10:06:09,28,61,가동,729,123,123,110,112,330,51,235,204,276,254,394,699,31,A,23,8413,0
77850,2019-03-15,10:08:15,27,62,가동,729,123,123,110,112,330,50,236,204,277,253,400,696,31,A,23,8413,0
77852,2019-03-15,10:10:17,26,63,가동,729,123,123,110,112,330,52,237,204,277,253,399,699,30,A,23,8413,0
77854,2019-03-15,10:12:20,25,64,가동,729,123,123,110,112,330,52,237,205,277,253,399,694,30,A,23,8413,0
77856,2019-03-15,10:14:27,24,65,가동,730,123,124,110,112,330,52,238,205,278,256,400,698,30,A,23,8413,0
