id,date,time,molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail,datetime
47,2019-01-02,17:54:58,63,13,가동,729,119,122,110,112,300,46,72,95,46,478,544,694,35,A,23,8722,1,2019-01-02 17:54:58
49,2019-01-02,17:57:02,63,14,가동,729,119,123,110,112,311,51,63,95,47,482,546,708,35,A,23,8722,1,2019-01-02 17:57:02
51,2019-01-02,17:59:31,61,15,가동,730,120,149,110,112,304,48,77,90,49,476,545,710,35,A,23,8722,1,2019-01-02 17:59:31
53,2019-01-02,18:01:38,60,16,가동,730,146,123,110,112,314,50,72,95,51,481,546,706,35,A,23,8722,1,2019-01-02 18:01:38
59,2019-01-02,18:11:21,60,17,가동,731,146,123,109,112,330,44,64,56,56,395,490,701,35,A,23,8722,0,2019-01-02 18:11:21
61,2019-01-02,18:13:24,59,18,가동,731,175,123,110,112,331,45,71,77,57,425,519,701,35,A,23,8722,0,2019-01-02 18:13:24
63,2019-01-02,18:15:27,58,19,가동,730,122,123,110,112,331,51,71,88,58,448,541,691,35,A,23,8722,0,2019-01-02 18:15:27
65,2019-01-02,18:17:32,57,20,가동,729,122,124,110,112,331,48,72,93,58,463,549,710,35,A,23,8722,0,2019-01-02 18:17:32
67,2019-01-02,18:19:36,57,21,가동,728,123,125,110,112,331,49,75,96,59,471,554,702,35,A,23,8722,0,2019-01-02 18:19:36
69,2019-01-02,18:21:42,55,22,가동,728,124,126,110,112,331,48,77,98,60,479,557,710,36,A,23,8722,0,2019-01-02 18:21:42
71,2019-01-02,18:23:48,55,23,가동,728,125,126,110,112,331,51,79,98,61,484,545,700,35,A,23,8722,0,2019-01-02 18:23:48
73,2019-01-02,18:25:55,53,24,가동,728,125,128,110,112,330,49,81,99,62,487,555,702,36,A,23,8722,0,2019-01-02 18:25:55
75,2019-01-02,18:28:04,52,25,가동,727,127,128,110,112,331,51,61,101,63,490,554,706,36,A,23,8722,0,2019-01-02 18:28:04
77,2019-01-02,18:30:12,51,26,가동,727,127,129,110,112,331,51,61,102,64,492,552,705,36,A,23,8722,0,2019-01-02 18:30:12
79,2019-01-02,18:32:22,51,27,가동,728,128,130,110,112,331,51,54,101,65,493,554,705,36,A,23,8722,0,2019-01-02 18:32:22
81,2019-01-02,18:34:31,50,28,가동,728,130,128,110,112,331,52,67,102,66,495,541,706,36,A,23,8722,0,2019-01-02 18:34:31
83,2019-01-02,18:36:39,48,29,가동,728,128,128,110,112,331,49,50,103,67,497,549,702,36,A,23,8722,0,2019-01-02 18:36:39
85,2019-01-02,18:38:47,49,30,가동,728,128,128,110,112,331,52,75,104,68,499,551,710,36,A,23,8722,0,2019-01-02 18:38:47
87,2019-01-02,18:40:56,47,31,가동,729,127,128,110,112,331,51,57,107,69,504,549,698,36,A,23,8722,0,2019-01-02 18:40:56
90,2019-01-02,18:46:39,46,32,가동,729,127,128,109,112,330,45,142,74,162,206,515,707,36,A,23,8722,0,2019-01-02 18:46:39
201,2019-01-02,21:52:34,46,32,가동,730,127,128,109,112,330,45,142,74,162,206,515,707,36,A,23,8722,0,2019-01-02 21:52:34
202,2019-01-02,21:52:55,46,32,가동,730,127,128,109,112,330,45,142,74,162,206,515,707,36,A,23,8722,0,2019-01-02 21:52:55
17599,2019-01-24,08:00:25,71,1,가동,721,120,122,29,112,159,51,100,55,145,71,456,707,27,A,23,8722,1,2019-01-24 08:00:25
17600,2019-01-24,08:02:29,70,2,가동,722,120,79,109,112,178,45,122,33,189,111,470,704,27,A,23,8722,1,2019-01-24 08:02:29
17602,2019-01-24,08:04:24,69,3,가동,722,120,119,109,112,178,45,135,31,225,138,478,709,28,A,23,8722,1,2019-01-24 08:04:24
17604,2019-01-24,08:06:29,68,4,가동,721,120,119,110,112,178,43,142,33,246,152,479,707,28,A,23,8722,1,2019-01-24 08:06:29
17606,2019-01-24,08:08:27,67,5,가동,720,115,119,110,112,331,43,147,131,260,165,481,708,28,A,23,8722,1,2019-01-24 08:08:27
17608,2019-01-24,08:10:31,67,6,가동,719,115,119,110,112,331,41,155,143,273,184,480,709,29,A,23,8722,0,2019-01-24 08:10:31
17610,2019-01-24,08:12:25,66,7,가동,719,118,119,54,112,332,49,159,59,281,196,480,705,29,A,23,8722,0,2019-01-24 08:12:25
17613,2019-01-24,08:14:55,64,8,가동,719,116,141,110,112,332,45,154,56,278,197,478,708,29,A,23,8722,1,2019-01-24 08:14:55
17615,2019-01-24,08:16:57,64,9,가동,718,137,132,22,112,332,49,157,77,283,203,476,708,30,A,23,8722,1,2019-01-24 08:16:57
17617,2019-01-24,08:19:10,63,10,가동,719,128,133,110,112,332,48,158,102,286,207,477,709,30,A,23,8722,0,2019-01-24 08:19:10
17619,2019-01-24,08:21:16,62,11,가동,718,132,129,110,112,331,48,161,150,291,212,477,697,30,A,23,8722,0,2019-01-24 08:21:16
17621,2019-01-24,08:23:40,61,12,가동,719,128,127,47,112,332,49,163,76,296,216,476,708,31,A,23,8722,0,2019-01-24 08:23:40
17623,2019-01-24,08:25:35,60,13,가동,719,126,127,110,112,331,48,165,144,299,220,478,708,31,A,23,8722,0,2019-01-24 08:25:35
17625,2019-01-24,08:27:37,59,14,가동,720,125,126,110,112,331,47,166,159,303,223,479,705,31,A,23,8722,0,2019-01-24 08:27:37
17627,2019-01-24,08:29:48,58,15,가동,721,125,127,4,112,333,49,166,164,305,226,480,701,32,A,23,8722,0,2019-01-24 08:29:48
17629,2019-01-24,08:31:54,57,16,가동,722,126,127,110,112,332,49,167,160,307,228,480,703,32,A,23,8722,0,2019-01-24 08:31:54
17631,2019-01-24,08:34:00,57,17,가동,721,125,124,110,112,332,49,169,163,310,230,480,706,32,A,23,8722,0,2019-01-24 08:34:00
17633,2019-01-24,08:36:06,56,18,가동,721,123,131,110,112,332,47,167,165,310,230,478,705,33,A,23,8722,0,2019-01-24 08:36:06
17635,2019-01-24,08:38:17,55,19,가동,721,129,126,110,111,332,49,169,168,311,232,480,703,33,A,23,8722,0,2019-01-24 08:38:17
17637,2019-01-24,08:40:24,54,20,가동,721,125,126,110,112,331,46,170,169,313,234,479,702,33,A,23,8722,0,2019-01-24 08:40:24
17639,2019-01-24,08:42:33,54,21,가동,720,123,122,2,111,334,50,171,171,315,236,479,705,33,A,23,8722,0,2019-01-24 08:42:33
17642,2019-01-24,08:44:33,52,22,가동,719,123,81,110,112,331,47,173,170,317,238,480,706,33,A,23,8722,0,2019-01-24 08:44:33
17643,2019-01-24,08:46:24,51,23,가동,718,120,122,110,112,332,49,173,173,318,239,481,706,33,A,23,8722,0,2019-01-24 08:46:24
17646,2019-01-24,08:48:37,50,24,가동,718,134,132,110,112,331,50,169,165,316,238,481,706,34,A,23,8722,0,2019-01-24 08:48:37
17647,2019-01-24,08:50:52,50,25,가동,718,134,132,11,112,333,54,168,140,312,237,481,707,34,A,23,8722,0,2019-01-24 08:50:52
17650,2019-01-24,08:54:47,49,26,가동,719,134,132,110,112,332,51,144,123,279,207,463,707,34,A,23,8722,0,2019-01-24 08:54:47
17652,2019-01-24,08:56:54,48,27,가동,719,184,123,110,112,332,49,162,94,296,222,475,704,34,A,23,8722,0,2019-01-24 08:56:54
17654,2019-01-24,08:59:01,48,28,가동,719,121,125,110,112,331,52,167,92,304,229,478,708,34,A,23,8722,0,2019-01-24 08:59:01
17656,2019-01-24,09:01:00,46,29,가동,720,124,123,110,112,331,51,170,82,309,234,478,705,34,A,23,8722,0,2019-01-24 09:01:00
17658,2019-01-24,09:02:57,46,30,가동,720,121,119,110,112,331,49,173,134,315,239,480,702,34,A,23,8722,0,2019-01-24 09:02:57
17659,2019-01-24,09:04:59,45,31,가동,720,118,120,110,112,331,52,174,99,318,242,481,707,34,A,23,8722,0,2019-01-24 09:04:59
17661,2019-01-24,09:09:19,44,32,가동,722,118,120,110,112,332,52,140,112,270,199,468,695,34,A,23,8722,0,2019-01-24 09:09:19
17663,2019-01-24,09:11:19,43,33,가동,721,116,120,110,112,332,52,162,125,292,220,472,708,34,A,23,8722,0,2019-01-24 09:11:19
17665,2019-01-24,09:13:23,42,34,가동,721,118,120,110,112,332,54,169,130,304,230,476,707,34,A,23,8722,0,2019-01-24 09:13:23
17667,2019-01-24,09:15:27,41,35,가동,721,119,120,110,112,331,54,172,143,311,237,478,700,34,A,23,8722,0,2019-01-24 09:15:27
17669,2019-01-24,09:17:20,40,36,가동,720,119,121,79,112,332,54,173,109,314,240,481,704,34,A,23,8722,0,2019-01-24 09:17:20
17671,2019-01-24,09:19:21,39,37,가동,719,119,120,5,112,332,54,175,146,318,243,482,698,34,A,23,8722,0,2019-01-24 09:19:21
17673,2019-01-24,09:21:34,38,38,가동,718,132,133,10,112,333,54,170,142,316,242,480,700,34,A,23,8722,0,2019-01-24 09:21:34
17675,2019-01-24,09:23:45,37,39,가동,718,121,121,110,111,332,53,174,159,320,245,481,704,34,A,23,8722,0,2019-01-24 09:23:45
17677,2019-01-24,09:25:43,36,40,가동,717,118,120,110,112,332,52,176,147,322,247,481,706,34,A,23,8722,0,2019-01-24 09:25:43
17680,2019-01-24,09:29:29,36,41,가동,718,118,120,110,112,332,48,148,134,286,218,467,703,34,A,23,8722,0,2019-01-24 09:29:29
17682,2019-01-24,09:31:35,35,42,가동,718,150,123,110,112,331,51,165,125,302,230,475,707,35,A,23,8722,0,2019-01-24 09:31:35
17684,2019-01-24,09:33:34,34,43,가동,719,150,123,110,112,332,53,170,86,310,237,476,697,35,A,23,8722,0,2019-01-24 09:33:34
17687,2019-01-24,09:36:36,34,44,가동,719,150,123,110,112,332,51,155,78,293,221,468,699,35,A,23,8722,0,2019-01-24 09:36:36
17689,2019-01-24,09:38:38,33,45,가동,719,118,119,110,112,332,54,169,81,308,234,470,705,35,A,23,8722,0,2019-01-24 09:38:38
17691,2019-01-24,09:40:36,32,46,가동,721,118,120,110,112,332,51,174,88,315,240,474,708,35,A,23,8722,0,2019-01-24 09:40:36
17693,2019-01-24,09:42:37,31,47,가동,722,118,120,110,112,332,54,176,114,320,245,477,705,35,A,23,8722,0,2019-01-24 09:42:37
17695,2019-01-24,09:44:58,30,48,가동,721,119,140,110,112,332,52,169,125,314,239,474,708,35,A,23,8722,0,2019-01-24 09:44:58
17697,2019-01-24,09:47:01,29,49,가동,721,139,120,110,112,332,52,175,110,319,244,480,707,36,A,23,8722,0,2019-01-24 09:47:01
17699,2019-01-24,09:49:00,28,50,가동,721,118,119,110,112,332,54,177,102,323,248,482,700,36,A,23,8722,0,2019-01-24 09:49:00
17702,2019-01-24,09:52:40,27,51,가동,719,118,119,110,112,331,51,150,95,287,216,467,705,36,A,23,8722,0,2019-01-24 09:52:40
17704,2019-01-24,09:54:45,26,52,가동,718,158,122,110,112,331,49,167,99,304,230,474,703,36,A,23,8722,0,2019-01-24 09:54:45
17706,2019-01-24,09:56:46,26,53,가동,718,121,122,110,112,331,51,173,91,312,238,474,698,36,A,23,8722,0,2019-01-24 09:56:46
17708,2019-01-24,09:58:45,25,54,가동,718,121,122,110,112,332,54,175,94,317,242,477,702,36,A,23,8722,0,2019-01-24 09:58:45
17710,2019-01-24,10:01:00,23,55,가동,718,121,122,110,112,332,54,176,91,321,245,480,705,36,A,23,8722,0,2019-01-24 10:01:00
17712,2019-01-24,10:02:56,22,56,가동,719,124,123,110,112,332,54,177,95,323,248,480,707,36,A,23,8722,0,2019-01-24 10:02:56
17714,2019-01-24,10:04:55,22,57,가동,719,123,123,110,112,332,53,176,63,324,249,481,707,36,A,23,8722,0,2019-01-24 10:04:55
17716,2019-01-24,10:07:02,21,58,가동,719,119,121,110,112,332,51,178,76,326,251,482,707,36,A,23,8722,0,2019-01-24 10:07:02
17718,2019-01-24,10:08:57,20,59,가동,721,118,120,110,112,331,52,179,115,326,252,483,707,36,A,23,8722,0,2019-01-24 10:08:57
17720,2019-01-24,10:10:52,19,60,가동,721,118,119,110,112,331,53,180,91,329,253,482,707,37,A,23,8722,0,2019-01-24 10:10:52
17722,2019-01-24,10:12:53,19,61,가동,722,118,119,110,112,331,51,180,104,329,254,482,706,37,A,23,8722,0,2019-01-24 10:12:53
17724,2019-01-24,10:14:56,18,62,가동,721,118,120,110,112,331,52,180,66,330,255,483,705,37,A,23,8722,0,2019-01-24 10:14:56
17726,2019-01-24,10:16:58,17,63,가동,721,127,129,110,112,331,54,177,71,327,253,482,707,37,A,23,8722,0,2019-01-24 10:16:58
17728,2019-01-24,10:18:56,16,64,가동,720,118,120,110,112,331,53,180,94,329,254,481,707,37,A,23,8722,0,2019-01-24 10:18:56
17730,2019-01-24,10:21:02,15,65,가동,719,118,119,87,112,332,54,181,86,330,255,483,703,37,A,23,8722,0,2019-01-24 10:21:02
17732,2019-01-24,10:23:00,14,66,가동,718,119,120,110,112,332,53,181,91,330,255,483,706,37,A,23,8722,0,2019-01-24 10:23:00
17733,2019-01-24,10:25:02,13,67,가동,718,119,120,63,112,332,54,181,117,331,255,482,707,37,A,23,8722,0,2019-01-24 10:25:02
17735,2019-01-24,10:27:06,12,68,가동,718,131,132,110,112,332,54,176,96,325,253,481,703,37,A,23,8722,0,2019-01-24 10:27:06
17737,2019-01-24,10:29:06,10,69,가동,718,118,119,110,112,332,53,180,109,328,254,481,707,37,A,23,8722,0,2019-01-24 10:29:06
17739,2019-01-24,10:31:07,10,70,가동,718,118,120,7,112,332,54,181,163,330,255,482,708,37,A,23,8722,0,2019-01-24 10:31:07
17741,2019-01-24,10:33:05,9,71,가동,718,119,119,110,112,332,52,181,175,330,255,482,705,37,A,23,8722,0,2019-01-24 10:33:05
17743,2019-01-24,10:35:09,9,72,가동,719,118,120,110,112,331,54,182,173,331,256,483,708,37,A,23,8722,0,2019-01-24 10:35:09
17745,2019-01-24,10:37:07,8,73,가동,719,119,120,69,112,332,54,181,164,331,256,483,708,36,A,23,8722,0,2019-01-24 10:37:07
17748,2019-01-24,10:41:12,7,74,가동,721,119,120,110,112,332,52,150,107,291,224,466,700,36,A,23,8722,0,2019-01-24 10:41:12
17751,2019-01-24,10:43:26,5,75,가동,721,165,127,110,112,332,53,167,87,306,234,475,708,37,A,23,8722,0,2019-01-24 10:43:26
17753,2019-01-24,10:45:23,29,76,가동,722,126,123,110,112,332,48,174,93,315,242,475,705,37,A,23,8722,0,2019-01-24 10:45:23
17755,2019-01-24,10:47:25,65,77,가동,719,121,122,110,112,331,44,176,78,320,246,473,707,37,A,23,8722,0,2019-01-24 10:47:25
17757,2019-01-24,10:49:19,98,78,가동,715,120,122,110,225,331,31,177,72,322,247,475,707,36,A,23,8722,1,2019-01-24 10:49:19
17759,2019-01-24,10:52:02,99,79,가동,709,120,122,110,203,332,13,165,78,307,235,471,703,37,A,23,8722,1,2019-01-24 10:52:02
17761,2019-01-24,10:54:04,100,80,가동,707,118,118,110,213,332,17,175,97,316,242,473,695,37,A,23,8722,1,2019-01-24 10:54:04
17763,2019-01-24,10:56:01,100,81,가동,707,114,119,110,112,332,44,178,78,320,245,472,706,37,A,23,8722,0,2019-01-24 10:56:01
17765,2019-01-24,10:58:01,94,82,가동,707,117,119,110,112,331,42,179,102,322,247,476,702,37,A,23,8722,0,2019-01-24 10:58:01
17767,2019-01-24,11:00:00,94,83,가동,707,118,119,110,112,331,43,180,69,324,249,478,707,36,A,23,8722,0,2019-01-24 11:00:00
17769,2019-01-24,11:02:00,93,84,가동,707,117,119,110,112,331,42,180,73,326,250,479,698,37,A,23,8722,0,2019-01-24 11:02:00
17771,2019-01-24,11:03:58,92,85,가동,707,118,119,110,112,331,42,180,82,327,251,481,705,36,A,23,8722,0,2019-01-24 11:03:58
17773,2019-01-24,11:05:56,92,86,가동,708,117,119,110,112,331,40,180,79,328,252,481,707,36,A,23,8722,0,2019-01-24 11:05:56
17775,2019-01-24,11:08:05,91,87,가동,709,118,126,110,111,331,44,178,99,325,249,480,705,37,A,23,8722,0,2019-01-24 11:08:05
17777,2019-01-24,11:10:05,90,88,가동,711,125,121,110,112,331,43,179,75,326,250,481,700,37,A,23,8722,0,2019-01-24 11:10:05
17779,2019-01-24,11:12:00,89,89,가동,711,120,122,110,112,331,42,179,94,327,250,482,707,37,A,23,8722,0,2019-01-24 11:12:00
17782,2019-01-24,11:16:08,88,90,가동,713,120,122,110,112,332,43,148,78,281,210,464,707,36,A,23,8722,0,2019-01-24 11:16:08
17784,2019-01-24,11:18:10,87,91,가동,713,175,123,110,112,332,44,166,96,298,226,474,708,37,A,23,8722,0,2019-01-24 11:18:10
17786,2019-01-24,11:20:20,87,92,가동,714,122,122,110,112,331,43,172,93,308,235,476,709,37,A,23,8722,0,2019-01-24 11:20:20
17788,2019-01-24,11:22:25,86,93,가동,714,121,121,110,112,331,43,175,116,314,240,474,702,36,A,23,8722,0,2019-01-24 11:22:25
17790,2019-01-24,11:24:20,86,94,가동,716,120,121,110,112,331,46,176,123,318,243,472,706,36,A,23,8722,0,2019-01-24 11:24:20
17793,2019-01-24,11:28:34,84,95,가동,717,120,121,110,112,332,43,146,74,279,212,462,708,36,A,23,8722,0,2019-01-24 11:28:34
17795,2019-01-24,11:30:44,84,96,가동,718,115,120,110,112,331,44,167,110,299,228,470,709,36,A,23,8722,0,2019-01-24 11:30:44
17797,2019-01-24,11:32:45,83,97,가동,718,119,121,110,112,331,45,173,46,309,236,475,709,37,A,23,8722,0,2019-01-24 11:32:45
17799,2019-01-24,11:34:49,82,98,가동,718,120,122,110,112,332,44,175,46,314,240,479,708,36,A,23,8722,0,2019-01-24 11:34:49
17801,2019-01-24,11:36:40,81,99,가동,719,120,122,110,112,331,44,177,47,318,243,481,708,36,A,23,8722,0,2019-01-24 11:36:40
17803,2019-01-24,11:38:36,80,100,가동,719,121,122,110,112,332,44,177,52,320,245,480,707,36,A,23,8722,0,2019-01-24 11:38:36
17805,2019-01-24,11:40:46,80,101,가동,719,120,123,110,112,331,46,178,46,322,246,481,708,37,A,23,8722,0,2019-01-24 11:40:46
17808,2019-01-24,11:44:43,79,102,가동,720,120,123,110,112,331,39,148,36,283,215,467,708,36,A,23,8722,0,2019-01-24 11:44:43
17810,2019-01-24,11:46:51,78,103,가동,721,139,122,110,112,331,45,167,54,300,229,477,707,37,A,23,8722,0,2019-01-24 11:46:51
17812,2019-01-24,11:48:54,77,104,가동,721,121,122,110,112,332,42,174,64,311,237,482,701,37,A,23,8722,0,2019-01-24 11:48:54
17814,2019-01-24,11:50:59,76,105,가동,721,120,122,110,112,332,43,176,70,316,241,484,707,37,A,23,8722,0,2019-01-24 11:50:59
17816,2019-01-24,11:52:53,75,106,가동,721,120,122,110,112,331,45,178,73,320,245,484,707,37,A,23,8722,0,2019-01-24 11:52:53
17818,2019-01-24,11:54:56,74,107,가동,722,120,122,110,112,331,44,179,54,322,247,483,707,37,A,23,8722,0,2019-01-24 11:54:56
17820,2019-01-24,11:56:56,73,108,가동,720,120,121,110,112,331,48,179,60,324,249,480,704,37,A,23,8722,0,2019-01-24 11:56:56
17822,2019-01-24,11:59:00,72,109,가동,720,120,121,110,112,331,45,180,121,325,249,478,707,37,A,23,8722,0,2019-01-24 11:59:00
17824,2019-01-24,12:00:55,72,110,가동,719,120,122,110,112,331,48,180,155,325,250,480,704,37,A,23,8722,0,2019-01-24 12:00:55
17826,2019-01-24,12:02:57,70,111,가동,718,121,123,110,112,331,50,180,125,325,250,481,701,37,A,23,8722,0,2019-01-24 12:02:57
17828,2019-01-24,12:04:58,70,112,가동,718,122,119,110,112,331,45,182,67,327,252,483,700,37,A,23,8722,0,2019-01-24 12:04:58
17830,2019-01-24,12:06:55,69,113,가동,718,117,119,110,112,331,47,182,161,328,253,484,705,37,A,23,8722,0,2019-01-24 12:06:55
17832,2019-01-24,12:08:56,68,114,가동,718,117,119,110,112,330,48,182,171,329,254,484,705,37,A,23,8722,0,2019-01-24 12:08:56
17834,2019-01-24,12:10:51,67,115,가동,718,118,119,110,112,330,48,182,129,329,254,483,701,36,A,23,8722,0,2019-01-24 12:10:51
17836,2019-01-24,12:12:52,66,116,가동,718,117,119,110,111,331,45,182,141,329,255,483,707,36,A,23,8722,0,2019-01-24 12:12:52
17838,2019-01-24,12:14:52,66,117,가동,718,117,119,110,112,331,49,182,168,330,256,483,708,36,A,23,8722,0,2019-01-24 12:14:52
17840,2019-01-24,12:16:51,64,118,가동,719,118,119,110,112,331,47,182,174,330,255,483,703,36,A,23,8722,0,2019-01-24 12:16:51
17842,2019-01-24,12:18:49,63,119,가동,719,117,119,110,112,331,47,182,178,329,255,482,700,36,A,23,8722,0,2019-01-24 12:18:49
17844,2019-01-24,12:20:52,63,120,가동,719,117,119,110,112,331,48,183,145,330,255,480,703,36,A,23,8722,0,2019-01-24 12:20:52
17846,2019-01-24,12:22:50,62,121,가동,720,118,120,110,112,331,49,182,164,329,255,481,708,36,A,23,8722,0,2019-01-24 12:22:50
17848,2019-01-24,12:24:50,61,122,가동,720,119,121,110,112,331,45,182,175,329,255,484,709,35,A,23,8722,0,2019-01-24 12:24:50
17851,2019-01-24,12:27:35,60,123,가동,721,120,166,110,112,331,47,165,161,310,238,476,708,35,A,23,8722,0,2019-01-24 12:27:35
17853,2019-01-24,12:29:39,59,124,가동,721,164,120,110,112,331,48,175,160,319,245,483,708,35,A,23,8722,0,2019-01-24 12:29:39
17855,2019-01-24,12:31:38,59,125,가동,721,119,119,110,112,331,45,179,68,323,250,486,707,35,A,23,8722,0,2019-01-24 12:31:38
17857,2019-01-24,12:33:34,58,126,가동,721,117,119,110,112,331,49,180,99,326,252,486,704,35,A,23,8722,0,2019-01-24 12:33:34
17859,2019-01-24,12:35:35,57,127,가동,721,118,119,110,112,331,48,181,159,327,254,481,704,35,A,23,8722,0,2019-01-24 12:35:35
17861,2019-01-24,12:37:30,56,128,가동,721,117,119,110,112,330,47,182,174,328,255,481,702,35,A,23,8722,0,2019-01-24 12:37:30
17863,2019-01-24,12:39:31,55,129,가동,720,118,119,110,112,331,50,182,168,329,255,483,708,35,A,23,8722,0,2019-01-24 12:39:31
17865,2019-01-24,12:41:34,54,130,가동,719,117,120,110,112,330,51,182,155,330,255,483,709,35,A,23,8722,0,2019-01-24 12:41:34
17867,2019-01-24,12:43:37,53,131,가동,719,119,122,110,112,330,51,181,179,329,255,483,702,35,A,23,8722,0,2019-01-24 12:43:37
17869,2019-01-24,12:45:40,52,132,가동,719,120,122,110,112,331,48,181,84,329,255,480,706,35,A,23,8722,0,2019-01-24 12:45:40
17871,2019-01-24,12:47:36,51,133,가동,718,121,122,110,112,331,44,180,185,329,254,481,702,35,A,23,8722,0,2019-01-24 12:47:36
17873,2019-01-24,12:50:48,51,134,가동,718,120,192,110,112,330,46,158,149,302,229,468,707,35,A,23,8722,0,2019-01-24 12:50:48
17875,2019-01-24,12:52:53,50,135,가동,719,190,119,110,112,330,47,173,103,315,240,481,701,34,A,23,8722,0,2019-01-24 12:52:53
17877,2019-01-24,12:54:56,49,136,가동,719,117,119,110,113,331,50,177,114,321,246,487,707,34,A,23,8722,0,2019-01-24 12:54:56
17879,2019-01-24,12:56:46,48,137,가동,719,118,119,110,112,330,51,179,68,325,250,486,706,34,A,23,8722,0,2019-01-24 12:56:46
17881,2019-01-24,12:58:46,47,138,가동,719,118,119,110,113,330,48,180,77,328,253,486,699,34,A,23,8722,0,2019-01-24 12:58:46
17883,2019-01-24,13:00:45,47,139,가동,721,118,119,110,112,330,51,181,72,329,254,481,706,34,A,23,8722,0,2019-01-24 13:00:45
17885,2019-01-24,13:02:49,46,140,가동,721,118,119,110,112,331,46,181,96,330,255,478,707,34,A,23,8722,0,2019-01-24 13:02:49
17887,2019-01-24,13:04:51,45,141,가동,722,118,119,110,113,331,49,181,48,330,256,479,703,34,A,23,8722,0,2019-01-24 13:04:51
17889,2019-01-24,13:06:52,44,142,가동,721,118,121,110,112,330,51,181,61,330,255,480,704,35,A,23,8722,0,2019-01-24 13:06:52
17892,2019-01-24,13:11:01,42,143,가동,721,118,121,110,112,331,47,148,129,285,218,464,703,35,A,23,8722,0,2019-01-24 13:11:01
17894,2019-01-24,13:13:05,42,144,가동,719,169,121,110,112,330,45,168,74,304,233,477,708,35,A,23,8722,0,2019-01-24 13:13:05
17896,2019-01-24,13:15:11,42,145,가동,719,120,132,110,112,330,49,170,47,309,237,478,707,35,A,23,8722,0,2019-01-24 13:15:11
17898,2019-01-24,13:17:04,41,146,가동,719,131,119,110,112,330,49,176,46,317,244,479,709,35,A,23,8722,0,2019-01-24 13:17:04
17900,2019-01-24,13:19:29,40,147,가동,719,118,138,110,112,331,45,171,47,313,240,475,692,35,A,23,8722,0,2019-01-24 13:19:29
17903,2019-01-24,13:21:52,39,148,가동,719,137,142,110,111,331,48,168,51,310,238,475,709,35,A,23,8722,0,2019-01-24 13:21:52
17905,2019-01-24,13:23:48,38,149,가동,720,141,119,110,112,331,50,176,51,318,244,479,705,35,A,23,8722,0,2019-01-24 13:23:48
17907,2019-01-24,13:25:48,37,150,가동,720,117,119,110,112,331,48,178,50,322,248,480,709,35,A,23,8722,0,2019-01-24 13:25:48
17909,2019-01-24,13:27:51,36,151,가동,720,117,124,110,112,331,49,178,53,323,249,480,703,35,A,23,8722,0,2019-01-24 13:27:51
