id,date,time,molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail,datetime
20,2019-01-02,17:24:02,-1,262,가동,718,100,124,109,111,308,47,283,146,242,211,492,708,30,A,25,8412,0,2019-01-02 17:24:02
21,2019-01-02,17:26:16,-1,263,가동,717,99,126,112,109,308,48,283,146,242,212,491,708,30,A,25,8412,0,2019-01-02 17:26:16
23,2019-01-02,17:28:17,-1,264,가동,716,101,135,111,112,308,46,281,146,242,210,489,708,30,A,25,8412,0,2019-01-02 17:28:17
25,2019-01-02,17:30:22,-1,265,가동,715,100,121,110,110,309,50,275,143,242,210,489,708,30,A,25,8412,0,2019-01-02 17:30:22
27,2019-01-02,17:32:30,-1,266,가동,715,100,125,112,109,308,49,282,145,242,212,489,708,30,A,25,8412,0,2019-01-02 17:32:30
29,2019-01-02,17:34:33,-1,267,가동,713,100,127,111,108,308,48,282,146,243,212,487,708,30,A,25,8412,0,2019-01-02 17:34:33
32,2019-01-02,17:38:25,-1,268,가동,718,100,122,110,112,308,49,280,145,243,212,487,708,30,A,25,8412,0,2019-01-02 17:38:25
34,2019-01-02,17:40:27,-1,269,가동,718,99,230,114,111,308,48,283,147,243,213,465,708,30,A,25,8412,0,2019-01-02 17:40:27
35,2019-01-02,17:42:28,-1,270,가동,719,100,123,109,109,308,44,224,126,240,182,471,708,30,A,25,8412,0,2019-01-02 17:42:28
37,2019-01-02,17:44:32,-1,271,가동,718,99,119,111,109,308,45,260,134,237,193,477,708,30,A,25,8412,0,2019-01-02 17:44:32
39,2019-01-02,17:46:36,-1,272,가동,718,100,124,109,110,307,47,276,139,236,202,480,708,30,A,25,8412,0,2019-01-02 17:46:36
41,2019-01-02,17:48:43,-1,273,가동,718,99,124,112,110,307,46,279,141,237,204,481,708,30,A,25,8412,0,2019-01-02 17:48:43
43,2019-01-02,17:50:50,-1,274,가동,717,100,126,109,109,308,45,280,143,238,206,483,708,30,A,25,8412,0,2019-01-02 17:50:50
45,2019-01-02,17:52:56,-1,275,가동,717,99,126,112,109,308,47,280,143,239,207,483,708,30,A,25,8412,0,2019-01-02 17:52:56
48,2019-01-02,17:55:03,-1,276,가동,717,100,126,109,111,307,45,279,144,239,207,482,708,31,A,25,8412,0,2019-01-02 17:55:03
50,2019-01-02,17:57:03,-1,277,가동,716,100,126,111,109,307,47,279,144,240,208,484,708,30,A,25,8412,0,2019-01-02 17:57:03
52,2019-01-02,17:59:35,-1,278,가동,715,100,121,110,109,308,46,279,144,240,208,486,708,31,A,25,8412,0,2019-01-02 17:59:35
54,2019-01-02,18:01:40,-1,279,가동,715,99,151,109,109,309,48,284,140,241,212,481,708,31,A,25,8412,0,2019-01-02 18:01:40
55,2019-01-02,18:03:40,-1,280,가동,714,100,124,110,110,307,48,265,140,241,201,483,708,31,A,25,8412,0,2019-01-02 18:03:40
56,2019-01-02,18:05:40,-1,281,가동,714,99,120,110,111,309,46,276,143,241,207,485,708,31,A,25,8412,0,2019-01-02 18:05:40
57,2019-01-02,18:07:49,-1,282,가동,715,102,122,110,111,310,49,282,145,241,210,485,708,31,A,25,8412,0,2019-01-02 18:07:49
58,2019-01-02,18:09:50,-1,283,가동,715,99,126,110,110,307,50,285,147,242,214,484,708,31,A,25,8412,0,2019-01-02 18:09:50
60,2019-01-02,18:11:55,-1,284,가동,716,101,123,110,109,307,46,281,146,243,209,486,708,31,A,25,8412,0,2019-01-02 18:11:55
62,2019-01-02,18:14:00,-1,285,가동,717,100,123,110,111,307,48,283,147,243,212,487,708,31,A,25,8412,0,2019-01-02 18:14:00
64,2019-01-02,18:16:07,-1,286,가동,718,106,131,110,109,308,49,283,147,243,213,488,708,31,A,25,8412,0,2019-01-02 18:16:07
66,2019-01-02,18:18:07,-1,287,가동,718,99,119,109,111,307,50,282,147,244,213,488,708,31,A,25,8412,0,2019-01-02 18:18:07
68,2019-01-02,18:20:07,-1,288,가동,719,100,120,111,111,308,46,281,147,244,212,488,708,31,A,25,8412,0,2019-01-02 18:20:07
70,2019-01-02,18:22:14,-1,289,가동,719,101,122,108,111,307,44,285,148,244,214,489,708,31,A,25,8412,0,2019-01-02 18:22:14
72,2019-01-02,18:24:20,-1,290,가동,719,104,129,112,110,308,46,286,149,244,214,488,708,31,A,25,8412,0,2019-01-02 18:24:20
74,2019-01-02,18:26:29,-1,291,가동,718,101,123,113,111,308,48,282,148,245,213,487,708,31,A,25,8412,0,2019-01-02 18:26:29
76,2019-01-02,18:28:29,-1,292,가동,717,100,126,109,109,307,46,282,147,245,214,486,708,31,A,25,8412,0,2019-01-02 18:28:29
78,2019-01-02,18:30:36,-1,293,가동,716,100,120,109,109,307,47,280,147,245,212,488,708,31,A,25,8412,0,2019-01-02 18:30:36
80,2019-01-02,18:32:43,-1,294,가동,715,100,127,112,110,307,48,284,148,244,214,487,708,31,A,25,8412,0,2019-01-02 18:32:43
82,2019-01-02,18:36:20,-1,295,가동,715,99,126,108,109,307,48,282,147,245,213,486,708,31,A,25,8412,0,2019-01-02 18:36:20
84,2019-01-02,18:38:22,-1,296,가동,716,100,217,109,113,309,46,281,147,245,212,469,708,31,A,25,8412,0,2019-01-02 18:38:22
86,2019-01-02,18:40:26,-1,297,가동,717,99,122,111,109,309,45,231,129,242,187,476,708,31,A,25,8412,0,2019-01-02 18:40:26
88,2019-01-02,18:42:29,-1,298,가동,717,100,123,109,110,308,45,263,137,239,197,480,708,31,A,25,8412,0,2019-01-02 18:42:29
89,2019-01-02,18:44:35,-1,299,가동,718,100,123,106,112,307,46,279,142,239,206,482,708,31,A,25,8412,0,2019-01-02 18:44:35
91,2019-01-02,18:46:41,-1,300,가동,718,100,124,112,108,307,47,279,142,239,206,485,708,31,A,25,8412,0,2019-01-02 18:46:41
92,2019-01-02,18:48:45,-1,301,가동,719,99,126,110,110,307,44,281,144,240,207,484,708,31,A,25,8412,0,2019-01-02 18:48:45
93,2019-01-02,18:50:51,-1,302,가동,720,99,124,107,109,306,45,280,144,241,207,485,708,31,A,25,8412,0,2019-01-02 18:50:51
94,2019-01-02,18:52:58,-1,303,가동,720,100,126,111,110,307,47,281,145,241,210,485,708,31,A,25,8412,0,2019-01-02 18:52:58
95,2019-01-02,18:55:04,-1,304,가동,720,104,131,107,113,308,48,280,145,242,210,487,708,31,A,25,8412,0,2019-01-02 18:55:04
96,2019-01-02,18:57:09,-1,305,가동,720,104,125,108,112,307,48,280,145,242,210,487,708,31,A,25,8412,0,2019-01-02 18:57:09
97,2019-01-02,19:52:48,-1,1,가동,713,104,125,109,110,309,44,281,146,243,215,487,708,22,A,25,8412,0,2019-01-02 19:52:48
98,2019-01-02,19:55:22,-1,2,가동,713,97,135,111,109,152,50,281,146,243,215,463,708,22,A,25,8412,0,2019-01-02 19:55:22
99,2019-01-02,19:57:21,-1,3,가동,714,98,154,109,107,152,41,184,80,155,96,475,708,23,A,25,8412,0,2019-01-02 19:57:21
100,2019-01-02,19:59:27,-1,4,가동,714,98,118,109,114,152,47,220,94,158,117,484,708,23,A,25,8412,0,2019-01-02 19:59:27
102,2019-01-02,20:01:25,-1,5,가동,714,97,124,109,108,152,47,247,106,162,136,486,708,23,A,25,8412,0,2019-01-02 20:01:25
104,2019-01-02,20:03:30,-1,6,가동,714,97,118,111,109,152,48,256,112,169,145,488,708,23,A,25,8412,0,2019-01-02 20:03:30
106,2019-01-02,20:05:29,-1,7,가동,715,98,125,111,111,308,48,266,119,177,155,488,708,24,A,25,8412,0,2019-01-02 20:05:29
108,2019-01-02,20:07:31,-1,8,가동,715,99,119,110,109,307,44,266,122,184,159,489,708,24,A,25,8412,0,2019-01-02 20:07:31
109,2019-01-02,20:09:30,-1,9,가동,715,99,122,109,113,309,48,273,127,190,170,490,708,24,A,25,8412,0,2019-01-02 20:09:30
111,2019-01-02,20:11:37,-1,10,가동,715,98,119,107,109,308,47,274,129,195,174,489,708,25,A,25,8412,0,2019-01-02 20:11:37
113,2019-01-02,20:13:36,-1,11,가동,715,98,125,112,111,309,46,277,132,200,178,487,708,25,A,25,8412,0,2019-01-02 20:13:36
115,2019-01-02,20:15:36,-1,12,가동,715,99,119,110,111,310,45,274,132,204,177,488,708,25,A,25,8412,0,2019-01-02 20:15:36
117,2019-01-02,20:17:41,-1,13,가동,715,99,120,110,113,312,48,278,134,207,182,489,708,25,A,25,8412,0,2019-01-02 20:17:41
119,2019-01-02,20:19:42,-1,14,가동,715,100,126,112,112,309,49,279,136,209,186,488,708,26,A,25,8412,0,2019-01-02 20:19:42
121,2019-01-02,20:21:42,-1,15,가동,714,99,119,108,110,309,49,276,136,212,184,488,708,26,A,25,8412,0,2019-01-02 20:21:42
124,2019-01-02,20:25:02,-1,16,가동,717,101,122,110,109,311,48,279,137,214,186,490,708,26,A,25,8412,0,2019-01-02 20:25:02
126,2019-01-02,20:27:21,-1,17,가동,717,98,196,110,111,308,50,280,138,216,191,475,708,26,A,25,8412,0,2019-01-02 20:27:21
128,2019-01-02,20:29:21,-1,18,가동,718,99,140,110,109,309,47,235,123,217,162,476,708,27,A,25,8412,0,2019-01-02 20:29:21
130,2019-01-02,20:31:25,-1,19,가동,717,99,119,110,112,307,45,252,125,215,166,481,708,27,A,25,8412,0,2019-01-02 20:31:25
132,2019-01-02,20:33:27,-1,20,가동,717,99,120,109,110,309,48,269,131,215,177,484,708,27,A,25,8412,0,2019-01-02 20:33:27
134,2019-01-02,20:35:30,-1,21,가동,716,99,125,113,112,308,47,277,135,216,182,484,708,27,A,25,8412,0,2019-01-02 20:35:30
136,2019-01-02,20:37:35,-1,22,가동,716,100,123,110,109,308,46,275,136,218,182,486,708,27,A,25,8412,0,2019-01-02 20:37:35
138,2019-01-02,20:39:35,-1,23,가동,716,99,124,112,110,308,49,277,137,219,184,486,708,27,A,25,8412,0,2019-01-02 20:39:35
139,2019-01-02,20:41:35,-1,24,가동,715,99,120,109,110,309,46,277,137,220,186,487,708,27,A,25,8412,0,2019-01-02 20:41:35
141,2019-01-02,20:43:35,-1,25,가동,715,98,119,109,108,309,46,280,139,222,187,488,708,28,A,25,8412,0,2019-01-02 20:43:35
143,2019-01-02,20:45:48,-1,26,가동,714,99,120,110,111,309,45,281,140,223,189,488,708,28,A,25,8412,0,2019-01-02 20:45:48
145,2019-01-02,20:47:54,-1,27,가동,714,102,135,109,109,312,47,282,141,223,191,486,708,28,A,25,8412,0,2019-01-02 20:47:54
147,2019-01-02,20:50:01,-1,28,가동,715,100,123,110,111,312,52,274,140,224,197,485,708,28,A,25,8412,0,2019-01-02 20:50:01
149,2019-01-02,20:52:06,-1,29,가동,716,99,125,111,111,309,50,277,140,225,190,485,708,28,A,25,8412,0,2019-01-02 20:52:06
151,2019-01-02,20:54:12,-1,30,가동,716,99,126,113,114,309,47,277,139,226,187,486,708,28,A,25,8412,0,2019-01-02 20:54:12
153,2019-01-02,20:56:19,-1,31,가동,717,100,126,110,111,309,47,277,140,227,188,487,708,28,A,25,8412,0,2019-01-02 20:56:19
155,2019-01-02,20:58:20,-1,32,가동,717,100,127,111,109,309,49,277,140,227,191,487,708,28,A,25,8412,0,2019-01-02 20:58:20
157,2019-01-02,21:00:29,-1,33,가동,717,101,121,111,110,311,49,277,140,227,190,489,708,29,A,25,8412,0,2019-01-02 21:00:29
159,2019-01-02,21:02:37,-1,34,가동,717,102,129,109,110,311,51,281,142,228,196,490,708,29,A,25,8412,0,2019-01-02 21:02:37
161,2019-01-02,21:04:46,-1,35,가동,717,101,128,109,112,310,51,278,141,229,194,490,708,29,A,25,8412,0,2019-01-02 21:04:46
163,2019-01-02,21:06:58,-1,36,가동,716,101,127,107,112,310,50,277,141,229,193,489,708,29,A,25,8412,0,2019-01-02 21:06:58
165,2019-01-02,21:08:54,-1,37,가동,716,99,126,109,106,308,50,277,141,230,193,488,708,29,A,25,8412,0,2019-01-02 21:08:54
167,2019-01-02,21:11:05,-1,38,가동,715,102,123,112,109,312,48,277,140,230,190,490,708,29,A,25,8412,0,2019-01-02 21:11:05
169,2019-01-02,21:13:12,-1,39,가동,715,101,128,111,110,312,52,281,143,230,202,488,708,29,A,25,8412,0,2019-01-02 21:13:12
171,2019-01-02,21:15:13,-1,40,가동,714,100,127,109,109,310,51,278,142,231,195,487,708,29,A,25,8412,0,2019-01-02 21:15:13
173,2019-01-02,21:17:22,-1,41,가동,713,105,125,110,108,313,49,277,141,232,192,490,708,29,A,25,8412,0,2019-01-02 21:17:22
175,2019-01-02,21:19:24,-1,42,가동,713,100,124,109,111,310,53,281,144,232,207,490,708,29,A,25,8412,0,2019-01-02 21:19:24
177,2019-01-02,21:21:34,-1,43,가동,713,100,121,110,114,311,49,281,143,233,197,491,708,29,A,25,8412,0,2019-01-02 21:21:34
179,2019-01-02,21:23:42,-1,44,가동,714,102,130,109,113,311,50,281,143,233,197,490,708,29,A,25,8412,0,2019-01-02 21:23:42
181,2019-01-02,21:25:54,-1,45,가동,716,103,131,110,112,312,51,277,142,233,196,489,708,29,A,25,8412,0,2019-01-02 21:25:54
183,2019-01-02,21:28:03,-1,46,가동,716,102,129,112,110,312,53,277,143,233,203,489,708,29,A,25,8412,0,2019-01-02 21:28:03
186,2019-01-02,21:32:16,-1,47,가동,719,101,129,110,111,311,51,276,141,233,197,489,708,29,A,25,8412,0,2019-01-02 21:32:16
188,2019-01-02,21:34:21,-1,48,가동,719,98,250,112,110,310,51,275,141,233,196,463,708,29,A,25,8412,0,2019-01-02 21:34:21
190,2019-01-02,21:36:30,-1,49,가동,719,99,126,111,110,311,49,214,127,229,157,470,708,29,A,25,8412,0,2019-01-02 21:36:30
192,2019-01-02,21:38:35,-1,50,가동,718,102,129,112,110,311,49,254,127,226,173,476,708,29,A,25,8412,0,2019-01-02 21:38:35
195,2019-01-02,21:41:57,-1,51,가동,719,101,125,108,110,311,52,267,132,226,183,480,708,29,A,25,8412,0,2019-01-02 21:41:57
249,2019-01-02,23:39:21,-1,52,가동,716,101,125,110,110,150,51,273,134,227,187,467,708,27,A,25,8412,0,2019-01-02 23:39:21
251,2019-01-02,23:41:23,-1,53,가동,716,101,300,58,111,152,51,234,123,227,175,462,708,27,A,25,8412,0,2019-01-02 23:41:23
253,2019-01-02,23:43:23,-1,54,가동,716,97,118,109,110,152,48,157,44,110,50,481,708,27,A,25,8412,0,2019-01-02 23:43:23
255,2019-01-02,23:45:23,-1,55,가동,715,97,119,111,120,152,45,219,66,117,86,491,708,27,A,25,8412,0,2019-01-02 23:45:23
257,2019-01-02,23:47:22,-1,56,가동,715,98,120,110,97,152,51,247,79,130,106,495,708,27,A,25,8412,0,2019-01-02 23:47:22
259,2019-01-02,23:49:22,-1,57,가동,716,97,119,109,109,152,47,259,89,144,120,497,708,27,A,25,8412,0,2019-01-02 23:49:22
261,2019-01-02,23:51:22,-1,58,가동,716,97,119,109,98,309,47,266,97,155,130,498,708,27,A,25,8412,0,2019-01-02 23:51:22
263,2019-01-02,23:53:23,-1,59,가동,715,97,119,111,98,307,48,270,103,165,140,498,708,27,A,25,8412,0,2019-01-02 23:53:23
265,2019-01-02,23:55:23,-1,60,가동,715,98,121,110,109,310,48,274,109,173,150,497,708,27,A,25,8412,0,2019-01-02 23:55:23
267,2019-01-02,23:57:25,-1,61,가동,716,97,119,109,110,310,49,276,114,181,159,496,708,27,A,25,8412,0,2019-01-02 23:57:25
269,2019-01-02,23:59:29,-1,62,가동,716,99,123,109,111,311,49,278,117,187,163,497,708,28,A,25,8412,0,2019-01-02 23:59:29
271,2019-01-03,00:01:29,-1,63,가동,715,99,123,112,111,310,51,278,119,193,170,492,708,28,A,25,8412,0,2019-01-03 00:01:29
273,2019-01-03,00:03:30,-1,64,가동,715,99,120,109,110,306,49,278,121,198,169,492,708,28,A,25,8412,0,2019-01-03 00:03:30
275,2019-01-03,00:05:34,-1,65,가동,715,98,119,111,110,308,48,280,124,202,170,495,708,28,A,25,8412,0,2019-01-03 00:05:34
277,2019-01-03,00:07:35,-1,66,가동,715,99,124,108,111,311,47,281,125,205,172,492,708,28,A,25,8412,0,2019-01-03 00:07:35
279,2019-01-03,00:09:38,-1,67,가동,715,98,120,109,108,309,49,278,126,208,174,491,708,28,A,25,8412,0,2019-01-03 00:09:38
281,2019-01-03,00:11:40,-1,68,가동,715,99,124,111,109,311,47,280,127,210,173,489,708,28,A,25,8412,0,2019-01-03 00:11:40
283,2019-01-03,00:13:44,-1,69,가동,715,100,122,110,108,308,49,279,128,213,177,488,708,28,A,25,8412,0,2019-01-03 00:13:44
285,2019-01-03,00:15:45,-1,70,가동,715,99,122,110,109,309,50,280,129,215,179,487,708,28,A,25,8412,0,2019-01-03 00:15:45
287,2019-01-03,00:17:46,-1,71,가동,714,98,120,111,111,309,47,280,130,217,177,486,708,28,A,25,8412,0,2019-01-03 00:17:46
289,2019-01-03,00:19:47,-1,72,가동,714,100,122,111,109,310,43,281,131,218,178,488,708,28,A,25,8412,0,2019-01-03 00:19:47
291,2019-01-03,00:21:50,-1,73,가동,714,99,121,110,108,307,50,282,132,219,182,487,708,29,A,25,8412,0,2019-01-03 00:21:50
293,2019-01-03,00:23:53,-1,74,가동,714,99,121,110,109,309,49,282,132,220,181,486,708,29,A,25,8412,0,2019-01-03 00:23:53
295,2019-01-03,00:25:58,-1,75,가동,713,98,121,111,110,309,45,282,133,222,181,487,708,29,A,25,8412,0,2019-01-03 00:25:58
297,2019-01-03,00:28:01,-1,76,가동,712,99,127,108,109,311,49,280,133,222,182,483,708,29,A,25,8412,0,2019-01-03 00:28:01
300,2019-01-03,00:31:33,-1,77,가동,717,100,123,110,111,312,49,278,132,223,181,485,708,29,A,25,8412,0,2019-01-03 00:31:33
302,2019-01-03,00:33:33,-1,78,가동,716,98,210,110,111,308,50,279,133,224,186,467,708,29,A,25,8412,0,2019-01-03 00:33:33
304,2019-01-03,00:35:33,-1,79,가동,716,98,120,110,111,309,45,230,116,222,153,473,708,29,A,25,8412,0,2019-01-03 00:35:33
305,2019-01-03,00:37:35,-1,80,가동,715,99,120,109,109,307,47,261,124,220,166,479,708,29,A,25,8412,0,2019-01-03 00:37:35
307,2019-01-03,00:40:54,-1,81,가동,713,99,121,112,112,311,45,274,128,220,174,482,708,29,A,25,8412,0,2019-01-03 00:40:54
310,2019-01-03,00:44:09,-1,82,가동,713,101,200,108,111,312,50,278,131,222,181,467,708,29,A,25,8412,0,2019-01-03 00:44:09
312,2019-01-03,00:46:12,-1,83,가동,713,101,195,110,110,313,50,235,117,221,159,462,708,29,A,25,8412,0,2019-01-03 00:46:12
314,2019-01-03,00:48:14,-1,84,가동,714,100,121,112,110,309,52,227,112,218,155,472,708,29,A,25,8412,0,2019-01-03 00:48:14
316,2019-01-03,00:50:16,-1,85,가동,715,101,122,110,109,311,50,260,121,218,164,480,708,29,A,25,8412,0,2019-01-03 00:50:16
318,2019-01-03,00:52:19,-1,86,가동,716,99,121,109,109,310,51,272,126,220,175,483,708,30,A,25,8412,0,2019-01-03 00:52:19
320,2019-01-03,00:54:22,-1,87,가동,717,101,124,110,112,312,48,278,130,223,178,488,708,30,A,25,8412,0,2019-01-03 00:54:22
322,2019-01-03,00:56:25,-1,88,가동,718,101,122,110,113,311,50,278,132,225,183,489,708,30,A,25,8412,0,2019-01-03 00:56:25
324,2019-01-03,00:58:29,-1,89,가동,719,100,122,112,110,312,49,279,133,226,183,489,708,30,A,25,8412,0,2019-01-03 00:58:29
326,2019-01-03,01:00:32,-1,90,가동,719,101,124,109,109,311,50,280,135,228,188,488,708,30,A,25,8412,0,2019-01-03 01:00:32
328,2019-01-03,01:02:34,-1,91,가동,718,101,122,110,108,312,50,280,136,229,187,490,708,30,A,25,8412,0,2019-01-03 01:02:34
330,2019-01-03,01:04:38,-1,92,가동,718,101,123,110,107,312,51,281,136,230,189,492,708,30,A,25,8412,0,2019-01-03 01:04:38
332,2019-01-03,01:06:43,-1,93,가동,717,100,123,108,108,313,51,282,137,232,193,493,708,30,A,25,8412,0,2019-01-03 01:06:43
334,2019-01-03,01:08:44,-1,94,가동,717,100,123,110,111,310,51,281,137,233,190,493,708,29,A,25,8412,0,2019-01-03 01:08:44
336,2019-01-03,01:10:46,-1,95,가동,716,100,122,108,110,310,48,280,137,234,185,494,708,29,A,25,8412,0,2019-01-03 01:10:46
338,2019-01-03,01:12:50,-1,96,가동,716,103,124,108,109,312,49,280,138,234,187,495,708,29,A,25,8412,0,2019-01-03 01:12:50
340,2019-01-03,01:14:54,-1,97,가동,715,102,123,110,109,313,51,280,138,235,191,495,708,29,A,25,8412,0,2019-01-03 01:14:54
342,2019-01-03,01:16:57,-1,98,가동,713,101,122,110,109,312,50,280,138,235,190,495,708,29,A,25,8412,0,2019-01-03 01:16:57
344,2019-01-03,01:19:00,-1,99,가동,713,100,122,111,110,311,51,282,139,236,194,496,708,29,A,25,8412,0,2019-01-03 01:19:00
346,2019-01-03,01:21:05,-1,100,가동,714,100,123,111,111,310,50,282,139,237,192,495,708,30,A,25,8412,0,2019-01-03 01:21:05
348,2019-01-03,01:23:08,-1,101,가동,715,99,121,111,112,311,49,281,139,237,189,494,708,29,A,25,8412,0,2019-01-03 01:23:08
349,2019-01-03,01:25:10,-1,102,가동,716,101,124,109,110,310,48,282,139,237,189,495,708,30,A,25,8412,0,2019-01-03 01:25:10
351,2019-01-03,01:27:13,-1,103,가동,717,99,122,110,108,310,49,281,140,237,190,495,708,30,A,25,8412,0,2019-01-03 01:27:13
354,2019-01-03,01:31:01,-1,104,가동,705,100,123,111,110,308,49,281,140,237,190,495,708,30,A,25,8412,0,2019-01-03 01:31:01
356,2019-01-03,01:33:01,-1,105,가동,707,98,226,108,110,308,47,280,140,238,189,473,708,30,A,25,8412,0,2019-01-03 01:33:01
358,2019-01-03,01:35:03,-1,106,가동,708,100,121,108,109,309,44,223,119,233,157,477,708,30,A,25,8412,0,2019-01-03 01:35:03
365,2019-01-03,01:47:42,-1,107,가동,712,100,121,111,109,309,44,258,127,230,170,481,708,29,A,25,8412,0,2019-01-03 01:47:42
367,2019-01-03,01:50:23,-1,108,가동,714,99,300,110,111,152,46,272,131,230,177,459,708,29,A,25,8412,0,2019-01-03 01:50:23
369,2019-01-03,01:52:23,-1,109,가동,715,98,160,110,109,152,45,194,84,197,110,472,708,29,A,25,8412,0,2019-01-03 01:52:23
371,2019-01-03,01:54:23,-1,110,가동,716,98,119,109,110,309,49,226,96,198,125,484,708,29,A,25,8412,0,2019-01-03 01:54:23
373,2019-01-03,01:56:24,-1,111,가동,717,99,120,109,110,310,46,255,109,202,143,492,708,29,A,25,8412,0,2019-01-03 01:56:24
375,2019-01-03,01:58:38,-1,112,가동,718,104,125,110,111,314,48,269,118,207,157,494,708,29,A,25,8412,0,2019-01-03 01:58:38
377,2019-01-03,02:00:39,-1,113,가동,719,100,130,112,108,309,53,274,125,212,178,490,708,29,A,25,8412,0,2019-01-03 02:00:39
378,2019-01-03,02:02:41,-1,114,가동,719,99,120,108,110,309,49,270,126,217,166,491,708,29,A,25,8412,0,2019-01-03 02:02:41
380,2019-01-03,02:04:44,-1,115,가동,721,101,123,109,111,311,48,276,129,220,171,490,708,29,A,25,8412,0,2019-01-03 02:04:44
382,2019-01-03,02:06:47,-1,116,가동,721,101,122,111,110,310,50,278,134,222,178,490,708,29,A,25,8412,0,2019-01-03 02:06:47
384,2019-01-03,02:08:47,-1,117,가동,723,100,121,110,109,310,50,279,134,225,180,489,708,29,A,25,8412,0,2019-01-03 02:08:47
386,2019-01-03,02:10:50,-1,118,가동,723,100,122,109,111,310,49,280,135,227,179,489,708,29,A,25,8412,0,2019-01-03 02:10:50
388,2019-01-03,02:12:53,-1,119,가동,723,101,122,112,111,310,50,279,137,229,183,489,708,29,A,25,8412,0,2019-01-03 02:12:53
390,2019-01-03,02:14:54,-1,120,가동,724,100,121,109,110,310,50,280,137,230,185,489,708,29,A,25,8412,0,2019-01-03 02:14:54
392,2019-01-03,02:16:57,-1,121,가동,724,100,121,109,109,310,50,280,137,231,183,489,708,29,A,25,8412,0,2019-01-03 02:16:57
394,2019-01-03,02:19:05,-1,122,가동,724,101,123,109,109,310,49,281,138,233,184,491,708,29,A,25,8412,0,2019-01-03 02:19:05
396,2019-01-03,02:21:08,-1,123,가동,723,100,128,109,109,308,50,280,138,233,187,490,708,29,A,25,8412,0,2019-01-03 02:21:08
398,2019-01-03,02:23:10,-1,124,가동,724,101,123,111,110,311,48,277,137,234,181,492,708,29,A,25,8412,0,2019-01-03 02:23:10
